trader_id,timestamp,side,trade_size,leverage,pnl
T018,2024-04-07 08:24:00,short,19.89,1.14,-0.78
T068,2024-04-07 23:35:00,short,14.83,2.72,0.27
T038,2024-04-07 07:42:00,long,5,4.02,0.23
T072,2024-04-08 19:03:00,long,5,5.0,-0.08
T062,2024-04-08 22:19:00,short,21.41,3.06,0.19
T017,2024-04-08 02:17:00,short,54.2,4.48,-1.81
T063,2024-04-08 14:06:00,long,40.53,3.75,-2.68
T034,2024-04-08 21:43:00,short,16.38,3.49,-0.23
T038,2024-04-08 00:25:00,long,30.94,1.37,-0.09
T020,2024-04-08 12:44:00,long,31.13,2.12,-2.59
T072,2024-04-08 23:39:00,short,5.38,2.4,-0.44
T077,2024-04-08 04:26:00,long,16.24,2.37,-0.56
T035,2024-04-08 14:16:00,long,18.34,4.27,-1.02
T070,2024-04-08 23:28:00,long,12.79,2.89,-0.44
T027,2024-04-08 22:36:00,long,70.71,4.76,-2.99
T043,2024-04-08 05:12:00,long,9.6,1.55,0.11
T050,2024-04-08 07:19:00,long,17.84,6.24,-1.62
T065,2024-04-08 05:22:00,long,18.62,2.39,-0.1
T058,2024-04-08 16:43:00,long,14.13,4.32,-1.1
T007,2024-04-08 14:55:00,short,32.34,14.19,-2.87
T008,2024-04-08 15:39:00,short,10.29,2.68,-0.09
T058,2024-04-08 07:00:00,short,89.38,1.03,-1.89
T035,2024-04-08 10:03:00,long,34.56,3.68,-2.55
T017,2024-04-08 06:50:00,long,42.04,1.41,1.77
T065,2024-04-08 16:09:00,short,20.24,3.41,-0.51
T065,2024-04-08 02:18:00,long,8.77,3.88,-0.32
T072,2024-04-08 02:40:00,short,9.33,4.39,-0.17
T035,2024-04-08 18:05:00,short,29.41,6.51,-0.97
T035,2024-04-08 05:45:00,long,27.73,2.69,-1.29
T070,2024-04-08 13:40:00,short,26.75,2.39,0.04
T032,2024-04-08 19:25:00,long,73.33,4.92,-2.67
T043,2024-04-08 06:37:00,long,6.18,2.39,-0.09
T027,2024-04-08 23:34:00,short,21.03,1.71,-0.91
T032,2024-04-08 12:50:00,long,8.66,3.16,0.24
T062,2024-04-08 07:48:00,long,50.12,2.47,1.39
T035,2024-04-08 06:12:00,long,30.33,2.09,-1.16
T032,2024-04-08 17:11:00,long,98.42,2.1,4.32
T045,2024-04-08 21:24:00,long,15.15,2.48,-0.58
T077,2024-04-08 12:22:00,long,5.02,1.18,0.15
T072,2024-04-08 13:22:00,long,17.91,2.99,-0.22
T007,2024-04-08 05:33:00,long,7.54,5.67,-0.41
T058,2024-04-08 04:13:00,long,17.93,4.36,-1.04
T071,2024-04-08 15:10:00,short,107.02,3.18,2.75
T020,2024-04-08 02:03:00,long,12.15,2.03,-0.42
T022,2024-04-08 01:57:00,short,116.91,7.55,1.05
T020,2024-04-08 04:04:00,long,16.72,3.03,-0.13
T070,2024-04-08 01:36:00,short,37.79,5.46,0.73
T072,2024-04-08 18:05:00,short,11.72,2.15,0.18
T034,2024-04-08 21:05:00,long,15.3,2.68,0.33
T034,2024-04-08 13:03:00,long,52.5,3.41,-0.0
T022,2024-04-08 10:58:00,short,31.08,3.34,-1.66
T022,2024-04-08 02:17:00,short,30.56,3.58,0.22
T008,2024-04-08 15:01:00,long,32.0,1.3,-0.75
T062,2024-04-08 20:14:00,long,23.69,2.87,0.98
T038,2024-04-08 04:03:00,long,45.59,10.81,0.3
T050,2024-04-08 00:13:00,long,55.03,2.76,-0.51
T050,2024-04-08 18:03:00,long,18.69,2.79,-0.12
T062,2024-04-08 11:14:00,long,44.59,1.63,-2.87
T043,2024-04-08 01:26:00,long,44.41,3.47,1.53
T063,2024-04-08 16:47:00,long,87.19,2.02,3.57
T020,2024-04-08 03:16:00,short,17.07,3.88,0.21
T034,2024-04-08 21:18:00,long,36.62,2.88,-2.85
T065,2024-04-08 13:25:00,long,9.09,1.58,-0.45
T008,2024-04-08 13:26:00,long,100.02,2.65,1.11
T022,2024-04-08 16:47:00,long,24.01,3.16,0.14
T019,2024-04-08 13:06:00,short,43.08,3.54,0.77
T034,2024-04-08 06:54:00,short,34.12,3.06,-1.01
T007,2024-04-08 07:12:00,short,43.1,1.98,0.63
T063,2024-04-08 21:48:00,short,34.83,3.91,-0.96
T019,2024-04-08 02:25:00,long,56.09,1.94,3.35
T072,2024-04-08 09:44:00,long,34.87,3.26,0.05
T027,2024-04-08 05:56:00,long,68.73,4.36,3.46
T043,2024-04-08 13:02:00,long,46.32,2.62,-1.9
T027,2024-04-08 21:30:00,long,22.65,3.7,-1.27
T050,2024-04-08 09:42:00,long,81.54,1.44,-6.23
T062,2024-04-08 08:23:00,long,9.12,4.73,0.22
T043,2024-04-08 21:26:00,short,54.09,3.09,-0.96
T022,2024-04-08 06:51:00,long,14.61,1.83,-0.88
T072,2024-04-08 11:13:00,long,40.99,3.4,-0.32
T062,2024-04-08 12:27:00,short,31.13,6.7,-1.44
T027,2024-04-08 09:09:00,short,16.74,3.32,-1.1
T027,2024-04-08 17:36:00,short,20.33,3.75,-0.76
T027,2024-04-08 05:43:00,long,53.39,1,-1.3
T072,2024-04-08 14:42:00,short,22.12,2.44,-0.56
T019,2024-04-08 09:06:00,long,10.89,2.35,0.51
T017,2024-04-08 09:23:00,long,44.39,4.35,-4.12
T072,2024-04-08 20:42:00,long,65.28,1.8,0.84
T008,2024-04-08 23:02:00,long,32.55,2.71,-0.69
T008,2024-04-08 01:22:00,long,62.62,3.18,-0.88
T077,2024-04-08 22:24:00,long,86.4,3.81,-4.47
T063,2024-04-08 08:15:00,long,26.56,1.67,-0.75
T017,2024-04-08 08:17:00,short,13.21,2.49,0.77
T008,2024-04-08 19:35:00,short,15.33,2.38,-0.08
T027,2024-04-08 18:46:00,long,65.22,6.34,-1.12
T008,2024-04-08 09:41:00,long,9.9,3.64,-0.23
T077,2024-04-08 10:53:00,long,18.4,2.07,-0.82
T058,2024-04-08 07:09:00,long,34.51,2.41,-2.41
T035,2024-04-08 14:46:00,long,45.44,3.29,0.12
T007,2024-04-08 01:14:00,short,8.95,4.94,0.03
T020,2024-04-08 00:51:00,long,20.71,2.35,0.19
T063,2024-04-08 07:01:00,short,69.98,3.71,0.25
T035,2024-04-08 21:58:00,long,12.47,6.4,-0.45
T076,2024-04-09 00:14:00,long,40.41,3.88,1.34
T061,2024-04-09 23:08:00,long,16.58,3.6,0.39
T058,2024-04-09 04:17:00,short,38.18,2.68,0.51
T057,2024-04-09 11:20:00,short,5,2.75,0.05
T062,2024-04-09 08:20:00,short,34.18,1.7,0.52
T040,2024-04-09 02:48:00,short,36.65,2.35,-1.62
T055,2024-04-09 16:39:00,short,37.88,1.8,-0.8
T027,2024-04-09 02:43:00,long,39.75,4.16,0.16
T038,2024-04-09 12:29:00,long,16.45,3.02,-0.19
T069,2024-04-09 15:17:00,short,7.75,4.28,0.1
T038,2024-04-09 12:33:00,short,25.07,2.71,-1.29
T024,2024-04-09 23:15:00,short,66.06,2.2,1.87
T003,2024-04-09 01:07:00,short,18.93,3.63,0.24
T066,2024-04-09 04:41:00,short,13.98,4.24,0.18
T026,2024-04-09 22:43:00,long,43.18,1.65,0.2
T048,2024-04-09 15:33:00,long,12.98,2.3,0.52
T007,2024-04-09 15:34:00,short,21.65,1.73,1.66
T023,2024-04-09 11:28:00,long,13.11,3.47,-0.51
T072,2024-04-09 07:19:00,long,95.07,2.31,-1.81
T064,2024-04-09 11:06:00,long,63.75,3.91,2.77
T051,2024-04-09 16:10:00,long,15.31,5.09,-0.17
T027,2024-04-09 08:05:00,short,14.19,4.64,-0.81
T026,2024-04-09 16:03:00,long,9.64,2.45,0.61
T001,2024-04-09 02:58:00,long,11.8,2.23,-0.05
T047,2024-04-09 18:13:00,short,22.31,2.37,0.05
T080,2024-04-09 05:13:00,long,10.76,4.25,0.03
T046,2024-04-09 10:42:00,short,59.2,1.64,3.59
T062,2024-04-09 14:22:00,short,6.19,2.55,0.33
T010,2024-04-09 01:31:00,short,88.17,1.57,-2.87
T034,2024-04-09 22:55:00,short,48.82,4.39,1.36
T069,2024-04-09 20:24:00,short,59.9,5.59,2.64
T045,2024-04-09 02:30:00,short,21.99,2.53,-0.77
T061,2024-04-09 14:38:00,short,34.84,5.34,-0.34
T040,2024-04-09 23:52:00,long,21.07,3.16,0.86
T021,2024-04-09 17:59:00,short,79.3,6.99,-2.2
T037,2024-04-09 06:02:00,short,30.6,2.76,-0.5
T013,2024-04-09 23:38:00,long,8.26,1.87,-0.06
T070,2024-04-09 06:15:00,short,39.0,2.24,2.04
T010,2024-04-09 07:50:00,short,22.8,1.9,-0.74
T008,2024-04-09 17:02:00,long,18.4,2.29,0.04
T008,2024-04-09 04:57:00,short,29.33,3.07,-0.02
T011,2024-04-09 02:01:00,short,10.98,5.98,-0.61
T058,2024-04-09 04:39:00,long,30.91,1.44,-0.36
T029,2024-04-09 15:26:00,short,10.29,4.01,0.59
T025,2024-04-09 17:54:00,short,12.04,1.86,-0.86
T011,2024-04-09 13:43:00,long,52.7,2.41,-1.38
T040,2024-04-09 19:11:00,long,8.02,1.24,-0.34
T048,2024-04-09 05:38:00,long,30.33,4.17,-2.64
T040,2024-04-09 22:23:00,long,60.25,3.43,0.5
T002,2024-04-09 19:05:00,long,38.96,1.36,-2.81
T060,2024-04-09 09:18:00,short,16.44,1.57,-0.62
T058,2024-04-09 08:12:00,long,12.71,2.52,0.71
T051,2024-04-09 00:47:00,short,85.65,2.83,3.54
T047,2024-04-09 12:25:00,long,30.07,1.84,-0.59
T011,2024-04-09 13:16:00,long,157.48,2.9,-0.25
T021,2024-04-09 02:44:00,short,41.45,3.78,-2.02
T058,2024-04-09 04:44:00,long,9.71,5.42,0.22
T061,2024-04-09 16:12:00,long,8.14,2.93,0.45
T076,2024-04-09 09:15:00,short,5.36,2.45,0.34
T042,2024-04-09 14:14:00,long,48.04,1.22,-2.5
T038,2024-04-09 03:11:00,short,28.29,7.87,0.11
T027,2024-04-09 14:08:00,long,5,5.43,-0.01
T021,2024-04-09 07:25:00,long,14.91,2.75,-1.35
T058,2024-04-09 16:20:00,short,5.65,3.48,-0.14
T080,2024-04-09 17:05:00,short,34.8,3.03,-0.98
T057,2024-04-09 05:35:00,long,20.16,2.54,-0.23
T078,2024-04-10 21:26:00,long,37.9,1.59,0.2
T036,2024-04-10 14:11:00,long,21.68,4.3,-0.22
T052,2024-04-10 01:16:00,long,18.22,1.54,0.35
T056,2024-04-10 02:36:00,long,56.31,2.45,0.37
T047,2024-04-10 02:49:00,long,20.0,3.4,-0.48
T032,2024-04-10 05:31:00,long,26.29,3.08,-0.12
T019,2024-04-10 03:20:00,long,9.32,2.52,-0.15
T066,2024-04-10 03:27:00,short,9.32,4.03,0.72
T060,2024-04-10 04:49:00,long,5,2.04,-0.05
T030,2024-04-10 22:23:00,long,202.9,3.03,2.41
T049,2024-04-10 00:16:00,long,20.51,2.13,-0.55
T026,2024-04-10 03:59:00,short,6.83,1.61,-0.2
T039,2024-04-10 04:43:00,long,81.95,5.92,-2.92
T068,2024-04-10 18:14:00,short,26.89,3.77,-0.2
T065,2024-04-10 19:44:00,long,12.43,1.53,-0.4
T038,2024-04-10 09:44:00,short,29.96,6.58,0.67
T068,2024-04-10 07:25:00,short,18.11,1.62,-0.64
T020,2024-04-10 09:01:00,short,35.03,2.47,-0.1
T041,2024-04-10 17:31:00,long,18.81,4.81,0.47
T033,2024-04-10 12:04:00,long,25.58,2.34,-1.4
T068,2024-04-10 08:57:00,short,25.27,3.16,-0.99
T077,2024-04-10 02:32:00,long,10.37,4.53,0.15
T014,2024-04-10 07:38:00,long,15.13,5.8,-0.45
T013,2024-04-10 14:10:00,long,13.36,1.2,-0.27
T062,2024-04-10 07:49:00,long,6.17,2.15,-0.46
T076,2024-04-10 21:44:00,short,66.02,4.15,-0.8
T041,2024-04-10 05:42:00,short,48.15,3.01,-0.8
T055,2024-04-10 17:57:00,short,50.32,2.63,-3.13
T032,2024-04-10 04:01:00,long,26.75,2.33,1.6
T025,2024-04-10 03:59:00,long,17.14,1.26,-0.01
T020,2024-04-10 07:02:00,short,5,2.13,-0.07
T066,2024-04-10 17:13:00,long,34.36,4.72,0.3
T068,2024-04-10 21:16:00,short,266.56,2.17,0.1
T038,2024-04-10 19:28:00,short,25.64,4.85,-0.4
T059,2024-04-10 18:25:00,long,57.23,1.38,-3.58
T004,2024-04-10 16:39:00,long,40.4,3.78,-0.13
T029,2024-04-10 06:31:00,long,5.47,2.02,-0.23
T037,2024-04-10 22:33:00,long,7.38,2.63,-0.17
T033,2024-04-10 04:42:00,short,65.63,1.89,-0.16
T078,2024-04-10 16:53:00,long,55.36,2.93,4.15
T020,2024-04-10 22:32:00,short,52.07,2.45,-0.42
T039,2024-04-10 14:10:00,long,61.39,4.82,3.94
T011,2024-04-10 10:12:00,short,6.58,1.33,-0.05
T068,2024-04-10 13:53:00,long,28.14,1.99,-0.77
T025,2024-04-10 04:02:00,short,27.91,4.51,-1.56
T020,2024-04-10 16:56:00,long,11.5,3.72,-0.15
T015,2024-04-10 20:18:00,short,26.97,3.75,0.15
T031,2024-04-10 08:38:00,short,11.32,1.26,-0.23
T008,2024-04-10 19:46:00,long,33.4,5.65,-0.61
T069,2024-04-10 16:20:00,short,35.58,3.98,1.54
T038,2024-04-10 23:56:00,long,41.6,2.7,0.06
T062,2024-04-10 18:50:00,long,12.74,3.3,-0.05
T022,2024-04-10 22:12:00,long,15.03,4.17,-0.6
T008,2024-04-10 10:43:00,long,5,3.04,-0.09
T060,2024-04-10 17:41:00,long,34.46,2.94,0.31
T009,2024-04-10 21:35:00,long,35.34,2.06,-1.29
T008,2024-04-10 00:35:00,long,15.29,4.73,-0.32
T004,2024-04-10 21:32:00,long,7.62,3.23,0.04
T077,2024-04-10 00:39:00,long,140.05,4.12,1.25
T056,2024-04-10 02:11:00,short,46.67,2.29,-0.96
T052,2024-04-10 13:32:00,long,23.0,3.33,-0.25
T017,2024-04-11 11:14:00,short,27.5,4.86,-1.23
T021,2024-04-11 00:00:00,long,5.15,6.98,0.13
T032,2024-04-11 00:59:00,short,16.46,11.87,-1.45
T005,2024-04-11 10:15:00,short,13.64,1.48,0.23
T003,2024-04-11 09:47:00,long,74.81,1.18,-3.7
T024,2024-04-11 06:13:00,long,12.38,2.03,-0.66
T046,2024-04-11 06:35:00,long,108.77,1.44,2.4
T003,2024-04-11 20:00:00,long,20.43,3.09,0.7
T054,2024-04-11 06:25:00,long,16.54,4.74,-1.36
T029,2024-04-11 14:31:00,long,39.96,1.38,-1.84
T006,2024-04-11 16:22:00,short,22.35,2.25,-0.47
T071,2024-04-11 19:47:00,long,10.4,1.86,-0.44
T048,2024-04-11 01:39:00,short,19.81,2.27,-0.55
T016,2024-04-11 13:18:00,long,74.42,4.48,2.46
T029,2024-04-11 10:02:00,short,23.27,6.02,-0.1
T060,2024-04-11 18:26:00,long,40.59,1.79,-1.01
T052,2024-04-11 07:38:00,short,22.41,3.73,1.73
T080,2024-04-11 12:06:00,long,71.26,5.15,-0.04
T027,2024-04-11 18:56:00,short,15.94,2.09,-0.87
T080,2024-04-11 09:45:00,short,21.15,1.89,-0.27
T060,2024-04-11 03:28:00,short,15.04,5.47,-1.22
T004,2024-04-11 21:14:00,short,53.24,3.92,0.17
T080,2024-04-11 00:54:00,long,11.95,3.27,-0.01
T032,2024-04-11 13:57:00,short,41.2,1.99,-0.36
T016,2024-04-11 05:14:00,long,33.74,3.32,-1.14
T018,2024-04-11 00:36:00,short,24.71,3.25,1.23
T027,2024-04-11 01:21:00,short,39.77,4.69,1.29
T059,2024-04-11 23:38:00,long,26.47,1.65,-1.3
T065,2024-04-11 20:30:00,short,53.92,3.48,-1.38
T033,2024-04-11 00:04:00,long,66.21,7.14,-3.7
T054,2024-04-11 16:40:00,short,25.46,4.48,0.12
T018,2024-04-11 17:42:00,long,5.71,1.31,-0.16
T039,2024-04-11 09:12:00,short,65.51,2.93,-2.12
T034,2024-04-11 20:06:00,long,12.29,5.29,-0.34
T030,2024-04-11 21:13:00,long,5.17,2.68,-0.34
T056,2024-04-11 05:56:00,long,27.33,4.99,-0.16
T039,2024-04-11 18:35:00,short,20.63,2.15,0.7
T011,2024-04-11 15:07:00,short,8.57,2.41,0.12
T018,2024-04-11 05:47:00,short,187.46,2.25,2.39
T024,2024-04-11 07:44:00,short,12.54,4.79,0.01
T017,2024-04-11 12:25:00,long,19.82,1.73,-0.92
T032,2024-04-11 04:44:00,long,32.21,1.98,0.22
T039,2024-04-11 10:44:00,long,13.48,1.42,-0.18
T029,2024-04-11 18:24:00,long,51.92,2.45,-0.33
T001,2024-04-11 12:19:00,short,21.9,7.91,0.42
T001,2024-04-11 17:04:00,long,51.88,2.52,-3.85
T016,2024-04-11 14:51:00,short,95.97,1.84,-2.45
T064,2024-04-11 18:46:00,short,14.58,3.11,-0.31
T037,2024-04-11 06:57:00,short,7.42,2.82,0.06
T050,2024-04-11 16:56:00,long,59.09,2.46,0.9
T048,2024-04-11 08:27:00,short,39.48,2.46,1.03
T060,2024-04-11 08:15:00,long,21.8,1.29,1.2
T065,2024-04-11 17:52:00,short,74.82,3.01,-0.64
T068,2024-04-11 19:51:00,long,11.3,5.46,-0.83
T069,2024-04-11 05:23:00,long,18.29,1.84,0.15
T066,2024-04-11 22:26:00,long,8.9,5.77,0.02
T007,2024-04-11 08:45:00,short,5.65,2.27,-0.09
T048,2024-04-11 18:51:00,long,25.57,1.44,-1.4
T037,2024-04-11 21:00:00,long,20.64,5.08,-0.09
T068,2024-04-11 12:24:00,short,20.65,1.52,-0.17
T028,2024-04-11 13:46:00,long,24.9,2.97,-0.56
T019,2024-04-11 19:33:00,long,36.82,2.59,0.72
T007,2024-04-11 16:09:00,long,244.67,2.65,-10.31
T002,2024-04-11 19:48:00,long,6.83,4.91,0.49
T001,2024-04-11 05:32:00,long,9.85,6.02,0.67
T029,2024-04-11 18:18:00,short,24.23,2.04,-0.16
T065,2024-04-11 03:37:00,short,33.82,4.05,1.05
T006,2024-04-11 01:08:00,long,5.74,3.6,-0.11
T016,2024-04-11 22:17:00,long,57.9,3.62,-1.94
T078,2024-04-11 04:15:00,long,23.65,3.12,-0.64
T052,2024-04-12 05:47:00,short,17.32,3.02,0.01
T017,2024-04-12 23:12:00,long,91.61,2.98,-1.19
T024,2024-04-12 20:20:00,long,123.24,3.7,7.78
T070,2024-04-12 19:53:00,long,57.99,7.85,-0.67
T012,2024-04-12 00:07:00,long,38.35,5.3,1.36
T049,2024-04-12 14:40:00,short,49.06,1.99,-0.43
T012,2024-04-12 17:53:00,short,98.8,4.06,-1.25
T008,2024-04-12 11:43:00,long,13.04,5.8,0.43
T060,2024-04-12 13:21:00,long,83.92,2.68,1.19
T070,2024-04-12 00:47:00,short,5.94,3.98,-0.08
T024,2024-04-12 17:12:00,long,20.78,4.16,0.13
T078,2024-04-12 16:22:00,long,59.64,1.45,3.57
T019,2024-04-12 12:24:00,long,31.29,3.59,0.99
T026,2024-04-12 00:42:00,short,23.66,2.51,-0.13
T029,2024-04-12 17:56:00,short,150.54,2.75,0.52
T031,2024-04-12 07:27:00,long,10.08,1.85,0.33
T005,2024-04-12 19:35:00,short,23.85,8.41,-0.37
T031,2024-04-12 20:34:00,long,20.88,1.28,0.69
T064,2024-04-12 03:50:00,long,34.31,1.53,3.79
T041,2024-04-12 22:03:00,short,14.13,4.95,-0.25
T051,2024-04-12 05:17:00,short,30.7,2.09,0.45
T005,2024-04-12 14:01:00,long,16.83,3.77,0.83
T059,2024-04-12 15:17:00,short,12.49,3.76,0.05
T072,2024-04-12 06:42:00,long,25.94,1.46,-0.95
T044,2024-04-12 12:07:00,long,7.47,4.32,0.05
T001,2024-04-12 16:59:00,short,61.04,2.49,1.86
T012,2024-04-12 20:47:00,long,33.96,1.99,3.1
T003,2024-04-12 01:53:00,long,16.14,1.38,0.99
T002,2024-04-12 06:03:00,short,21.42,2.31,-0.46
T052,2024-04-12 20:47:00,short,10.78,3.03,0.11
T049,2024-04-12 03:16:00,long,7.84,2.06,-0.14
T024,2024-04-12 11:04:00,short,28.24,1.65,1.97
T070,2024-04-12 21:11:00,long,23.25,4.18,0.59
T026,2024-04-12 04:12:00,long,45.73,2.11,1.02
T003,2024-04-12 03:45:00,long,79.35,2.46,1.48
T042,2024-04-12 21:28:00,long,16.52,3.41,-0.19
T016,2024-04-12 19:59:00,long,5.13,1.48,0.0
T002,2024-04-12 19:08:00,short,8.15,2.74,0.13
T019,2024-04-12 18:33:00,long,42.91,2.18,-0.99
T002,2024-04-12 12:01:00,long,19.67,4.2,0.68
T029,2024-04-12 22:54:00,long,41.27,3.42,1.23
T059,2024-04-12 05:32:00,short,32.54,1.9,-1.21
T007,2024-04-12 04:47:00,long,16.38,2.35,0.37
T078,2024-04-12 07:22:00,long,5,1.39,0.18
T029,2024-04-12 12:06:00,long,12.76,3.82,0.56
T007,2024-04-12 10:59:00,short,46.47,1.92,1.6
T072,2024-04-12 21:45:00,short,19.59,1.98,1.01
T021,2024-04-12 00:12:00,long,49.41,2.58,-2.48
T016,2024-04-12 12:59:00,long,43.96,1.57,-1.63
T033,2024-04-12 11:50:00,short,37.44,2.9,1.14
T037,2024-04-12 19:43:00,short,9.23,5.3,-0.43
T031,2024-04-12 21:55:00,long,13.89,3.83,0.2
T037,2024-04-12 00:11:00,long,42.54,1.94,1.4
T006,2024-04-12 22:32:00,long,18.48,2.92,-0.55
T009,2024-04-12 04:45:00,long,10.02,2.77,-0.41
T029,2024-04-12 21:20:00,long,12.96,6.08,0.29
T029,2024-04-12 16:44:00,short,8.52,3.35,0.26
T037,2024-04-12 20:18:00,long,21.26,6.16,-0.11
T017,2024-04-12 23:36:00,long,64.24,2.79,-1.64
T021,2024-04-12 20:20:00,long,20.97,1.66,0.16
T065,2024-04-12 01:14:00,long,7.49,5.13,0.03
T064,2024-04-12 09:43:00,long,26.52,3.18,2.15
T059,2024-04-12 06:28:00,short,6.62,2.71,0.25
T048,2024-04-12 09:50:00,short,36.74,3.34,-1.7
T007,2024-04-12 03:06:00,short,36.35,1.2,1.58
T072,2024-04-12 09:40:00,long,55.6,2.76,-0.5
T029,2024-04-12 07:02:00,long,8.93,3.35,-0.53
T075,2024-04-12 12:14:00,short,50.6,3.65,0.79
T059,2024-04-12 03:25:00,short,25.52,2.82,0.7
T060,2024-04-12 10:38:00,long,17.06,3.13,-0.55
T017,2024-04-12 02:32:00,long,18.23,5.31,0.01
T026,2024-04-12 12:26:00,long,13.88,3.67,-0.16
T049,2024-04-12 08:16:00,short,34.66,2.85,0.22
T029,2024-04-12 05:23:00,long,26.92,3.53,0.9
T072,2024-04-12 18:14:00,long,22.48,1,0.92
T009,2024-04-12 04:09:00,long,26.7,4.21,0.79
T009,2024-04-12 12:17:00,long,19.37,1.71,-0.25
T042,2024-04-12 09:42:00,short,43.1,1.37,2.4
T049,2024-04-12 15:48:00,long,13.84,3.03,0.45
T024,2024-04-12 17:32:00,long,29.97,2.03,-0.73
T042,2024-04-12 17:21:00,short,78.09,4.29,1.79
T051,2024-04-12 19:20:00,long,14.37,2.41,0.89
T042,2024-04-12 01:24:00,long,47.89,3.1,1.88
T042,2024-04-12 16:44:00,short,47.3,1.6,1.05
T059,2024-04-12 13:56:00,long,5,5.67,0.09
T021,2024-04-12 13:11:00,short,12.66,1.55,0.3
T045,2024-04-12 13:44:00,short,54.5,5.14,1.64
T041,2024-04-12 21:49:00,short,41.68,3.51,1.4
T078,2024-04-12 18:42:00,long,34.0,4.54,0.94
T069,2024-04-12 10:37:00,long,5,2.0,0.28
T059,2024-04-12 04:38:00,short,21.0,1.9,-0.37
T052,2024-04-12 06:22:00,short,5,4.93,0.03
T051,2024-04-12 12:46:00,short,46.32,3.51,4.79
T071,2024-04-12 18:25:00,long,69.71,6.89,-2.27
T063,2024-04-12 07:45:00,short,26.13,2.38,-0.5
T046,2024-04-12 11:51:00,short,9.35,2.47,0.23
T044,2024-04-12 19:29:00,long,6.25,5.2,0.31
T031,2024-04-12 19:15:00,short,45.06,1.86,0.25
T042,2024-04-12 15:16:00,long,45.16,3.02,2.41
T017,2024-04-12 15:21:00,long,11.56,3.66,0.36
T016,2024-04-12 15:50:00,short,56.47,5.1,0.63
T004,2024-04-13 20:02:00,short,54.88,3.82,-0.82
T052,2024-04-13 21:17:00,short,5,2.97,0.21
T003,2024-04-13 09:37:00,long,13.32,1.81,0.56
T010,2024-04-13 09:56:00,long,27.87,3.26,0.64
T060,2024-04-13 02:22:00,short,31.53,1.88,-0.47
T011,2024-04-13 21:29:00,long,16.75,7.63,0.53
T020,2024-04-13 20:51:00,short,23.42,6.13,1.3
T011,2024-04-13 18:02:00,long,40.39,4.88,0.56
T071,2024-04-13 22:32:00,short,9.44,2.76,0.24
T029,2024-04-13 20:28:00,long,49.89,3.35,0.47
T034,2024-04-13 11:09:00,long,12.36,2.19,-0.08
T029,2024-04-13 18:06:00,long,32.13,6.39,0.09
T012,2024-04-13 05:48:00,short,16.6,4.33,0.43
T007,2024-04-13 08:43:00,short,33.02,1.13,-0.77
T010,2024-04-13 10:08:00,long,34.09,4.2,0.56
T072,2024-04-13 02:25:00,short,13.45,1.85,-0.04
T004,2024-04-13 20:41:00,long,35.79,1.54,0.57
T071,2024-04-13 05:37:00,short,38.19,2.5,2.96
T040,2024-04-13 09:15:00,long,85.91,2.95,3.97
T015,2024-04-13 11:58:00,short,18.25,2.1,2.09
T011,2024-04-13 17:24:00,short,8.93,4.05,-0.11
T036,2024-04-13 12:12:00,long,8.01,4.54,0.14
T029,2024-04-13 21:45:00,long,18.5,2.85,-0.03
T011,2024-04-13 09:31:00,long,20.35,3.87,1.61
T010,2024-04-13 21:15:00,short,52.26,4.51,2.05
T071,2024-04-13 06:08:00,long,5.28,2.97,-0.03
T011,2024-04-13 13:51:00,long,25.88,2.87,0.0
T011,2024-04-13 04:43:00,long,46.96,2.68,-0.66
T011,2024-04-13 19:14:00,long,8.19,2.44,0.08
T025,2024-04-13 13:36:00,long,11.26,1.86,-0.04
T072,2024-04-13 07:34:00,short,20.62,4.28,0.28
T060,2024-04-13 23:23:00,long,14.14,3.14,0.34
T011,2024-04-13 04:01:00,short,47.0,1.75,1.69
T015,2024-04-13 09:04:00,short,39.84,4.09,0.18
T007,2024-04-13 07:44:00,long,16.72,5.64,-0.62
T072,2024-04-13 02:25:00,short,9.2,1.65,0.56
T060,2024-04-13 10:26:00,long,19.5,5.7,0.82
T067,2024-04-13 19:59:00,short,23.79,2.25,0.41
T036,2024-04-13 19:56:00,short,41.43,3.18,-1.37
T025,2024-04-13 19:31:00,long,19.37,5.53,-0.54
T010,2024-04-13 02:25:00,long,89.85,1.9,1.94
T012,2024-04-13 11:25:00,long,62.92,4.82,0.11
T036,2024-04-13 09:33:00,short,5.74,2.04,-0.04
T015,2024-04-13 08:19:00,short,22.85,1,1.31
T060,2024-04-13 15:16:00,short,34.53,3.62,0.62
T007,2024-04-13 05:13:00,long,116.89,3.01,4.42
T015,2024-04-13 10:18:00,short,22.95,7.1,1.03
T010,2024-04-13 13:19:00,short,10.17,2.35,0.86
T072,2024-04-13 13:25:00,short,6.78,1.55,0.16
T071,2024-04-13 20:29:00,long,36.78,4.63,-0.62
T011,2024-04-13 23:09:00,short,37.19,3.18,1.32
T023,2024-04-13 08:11:00,short,67.41,4.08,4.12
T023,2024-04-13 16:35:00,long,21.12,4.01,0.56
T007,2024-04-13 03:52:00,short,21.09,2.68,-0.05
T072,2024-04-13 05:29:00,long,61.02,1.81,1.91
T067,2024-04-13 14:13:00,long,32.3,1,4.08
T004,2024-04-13 00:36:00,long,26.49,6.8,0.54
T007,2024-04-13 17:07:00,long,31.82,2.51,0.29
T025,2024-04-13 18:47:00,long,21.78,2.07,0.02
